"A_beautiful_mind_script" "fight_club_script" "Remember_script" "Secret_window_script" "Seven_script" "Shutter_island_script"
"нежеланные" 0 0.00936066647945334 0 0 0 0
"незнакомцем" 0 0.00936066647945334 0 0 0 0
"ней" 0.0267308206361935 0.08424599831508 0.0624154790388016 0.054904831625183 0.0255134583492792 0.0723738626964433
"некоторые" 0.0133654103180968 0 0.0104025798398003 0.0366032210834553 0.0127567291746396 0
"некоторым" 0.0133654103180968 0 0.0104025798398003 0 0 0
"нельзя" 0.0534616412723871 0.0374426659178133 0.104025798398003 0.0183016105417277 0.0382701875239189 0.0516956162117452
"нем" 0 0.0187213329589067 0 0.0183016105417277 0.0382701875239189 0.0516956162117452
"немедленно" 0.0133654103180968 0 0 0.0183016105417277 0.0255134583492792 0.0206782464846981
"немного" 0.0534616412723871 0.02808199943836 0.0312077395194008 0.0366032210834553 0.0765403750478377 0.0413564929693962
"нему" 0 0 0.0208051596796005 0.054904831625183 0 0
"ненавидит" 0 0.00936066647945334 0.0104025798398003 0 0 0
"необходимо" 0.0267308206361935 0.0187213329589067 0.0312077395194008 0 0 0.0206782464846981
"необходимости" 0 0.00936066647945334 0.0104025798398003 0 0 0
"нескольких" 0 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0
"несколько" 0.0534616412723871 0.02808199943836 0.0520128991990014 0 0.0510269166985585 0.0206782464846981
"несмотря" 0.0267308206361935 0 0 0 0 0
"нести" 0 0 0 0.0183016105417277 0.0127567291746396 0
"нет" 0.654905105586742 0.992230646822054 0.644959950067617 0.750366032210835 0.420972062763108 0.723738626964433
"неужели" 0.0400962309542903 0.00936066647945334 0.0208051596796005 0.0183016105417277 0.0637836458731981 0
"нечего" 0 0.00936066647945334 0.0104025798398003 0.0183016105417277 0.0127567291746396 0
"нечто" 0 0.0187213329589067 0 0 0 0.0206782464846981
"ни" 0.106923282544774 0.149770663671253 0.0832206387184022 0.164714494875549 0.229621125143513 0.124069478908189
"нибудь" 0.0801924619085806 0.131049330712347 0.156038697597004 0.128111273792094 0.178594208444955 0.11373035566584
"нигде" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"никак" 0 0 0.0312077395194008 0.0732064421669107 0.0255134583492792 0.0206782464846981
"никаких" 0.0267308206361935 0.00936066647945334 0 0.0183016105417277 0 0.0516956162117452
"никакого" 0.0267308206361935 0 0.0208051596796005 0.054904831625183 0 0.010339123242349
"никакой" 0.0668270515904838 0 0.0208051596796005 0.054904831625183 0.0255134583492792 0
"никогда" 0.133654103180968 0.0748853318356267 0.124830958077603 0.109809663250366 0.0510269166985585 0.155086848635236
"никого" 0.0400962309542903 0.0187213329589067 0.0104025798398003 0.0732064421669107 0.0127567291746396 0
"никому" 0.0400962309542903 0.00936066647945334 0 0.0183016105417277 0.0255134583492792 0.010339123242349
"никто" 0.0935578722266774 0.102967331273987 0.0416103193592011 0.0183016105417277 0.102053833397117 0.0723738626964433
"никуда" 0.0534616412723871 0.00936066647945334 0.0312077395194008 0 0 0
"ним" 0.0668270515904838 0.0374426659178133 0.0936232185582024 0.109809663250366 0.0765403750478377 0.0620347394540943
"ними" 0 0 0.0208051596796005 0 0 0.0206782464846981
"нитроглицерин" 0 0.00936066647945334 0 0 0 0
"них" 0.0668270515904838 0.0187213329589067 0.0624154790388016 0.0366032210834553 0 0.144747725392887
"ничего" 0.160384923817161 0.19657399606852 0.260064495995007 0.146412884333821 0.204107666794234 0.134408602150538
"ничем" 0 0.00936066647945334 0 0 0 0
"ничто" 0 0.00936066647945334 0 0 0 0
"ничтожество" 0 0 0.0104025798398003 0 0 0
"но" 0.695001336541032 0.53355798932884 0.572141891189015 0.622254758418741 0.66334991708126 0.496277915632754
"новая" 0.0267308206361935 0.00936066647945334 0.0104025798398003 0 0 0.010339123242349
"нового" 0 0.00936066647945334 0.0312077395194008 0 0 0
"новое" 0.0133654103180968 0.0187213329589067 0 0 0 0
"новой" 0.0400962309542903 0 0 0.0183016105417277 0 0
"новые" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0 0 0
"новый" 0.0133654103180968 0.0187213329589067 0 0 0.0255134583492792 0.0206782464846981
"новых" 0 0 0.0104025798398003 0 0 0
"ног" 0 0.00936066647945334 0 0 0.0127567291746396 0
"ногами" 0 0 0 0.0183016105417277 0.0127567291746396 0
"ноги" 0 0 0 0.0183016105417277 0 0
"ногу" 0.0133654103180968 0 0 0 0 0
"нож" 0 0.00936066647945334 0 0.0183016105417277 0.0510269166985585 0
"ножом" 0 0 0 0 0 0.010339123242349
"номер" 0.0267308206361935 0.0187213329589067 0.270467075834807 0.0183016105417277 0.0255134583492792 0.010339123242349
"номера" 0 0.00936066647945334 0.0416103193592011 0 0 0
"номере" 0 0 0.0728180588786019 0 0 0
"нос" 0 0 0.0104025798398003 0.0183016105417277 0.0127567291746396 0
"носит" 0 0.00936066647945334 0 0.0183016105417277 0 0
"носить" 0 0 0 0 0 0.010339123242349
"носом" 0 0 0 0.0183016105417277 0 0
"ночам" 0 0.02808199943836 0 0 0 0
"ночи" 0.0400962309542903 0.00936066647945334 0 0.0366032210834553 0.0382701875239189 0
"ночь" 0 0.02808199943836 0 0.0366032210834553 0.0255134583492792 0.0723738626964433
"ночью" 0 0.0187213329589067 0.0104025798398003 0.0366032210834553 0 0.0413564929693962
"нравилась" 0 0 0 0 0 0.010339123242349
"нравится" 0.0133654103180968 0.0468033323972667 0.0416103193592011 0.054904831625183 0.0892971042224774 0.010339123242349
"ну" 0.227211975407645 0.159131330150707 0.280869655674607 0.274524158125915 0.280648041842072 0.165425971877585
"нужен" 0.0267308206361935 0.08424599831508 0.0208051596796005 0.0366032210834553 0.0255134583492792 0
"нужна" 0.0267308206361935 0.00936066647945334 0.0520128991990014 0.0366032210834553 0.0255134583492792 0
"нужно" 0.147019513499064 0.08424599831508 0.135233537917404 0.0732064421669107 0.114810562571757 0.186104218362283
"нужную" 0 0 0 0 0.0127567291746396 0
"нужны" 0.0267308206361935 0.02808199943836 0.0208051596796005 0 0 0.0310173697270471
"нулю" 0.0133654103180968 0.02808199943836 0 0 0 0
"нью" 0.0267308206361935 0.00936066647945334 0 0.0732064421669107 0 0
"о" 0.427693130179096 0.655246653561734 0.561739311349215 0.347730600292826 0.420972062763108 0.475599669148056
"об" 0.133654103180968 0.0936066647945334 0.0312077395194008 0.0366032210834553 0.0892971042224774 0.0930521091811414
"оба" 0 0.02808199943836 0.0104025798398003 0.0183016105417277 0.0255134583492792 0.0413564929693962
"обед" 0 0 0 0 0.0127567291746396 0.0206782464846981
"обещаешь" 0 0.0187213329589067 0 0 0 0
"обещаю" 0 0.0187213329589067 0 0 0 0
"обладает" 0 0 0 0 0 0.010339123242349
"обнаружил" 0 0 0.0104025798398003 0 0 0
"обо" 0 0.0655246653561734 0 0 0 0
"образом" 0.0133654103180968 0 0.0312077395194008 0.0183016105417277 0.0127567291746396 0.010339123242349
"обратно" 0.0133654103180968 0 0.0104025798398003 0 0 0.0206782464846981
"обращаться" 0 0.00936066647945334 0 0 0 0
"обуви" 0 0 0 0 0 0.010339123242349
"общее" 0 0 0 0 0 0.010339123242349
"объятиях" 0 0 0.0104025798398003 0 0 0
"обычно" 0.0267308206361935 0 0 0 0 0
"обязан" 0 0 0 0 0.0127567291746396 0
"огонь" 0 0 0 0 0.0127567291746396 0.010339123242349
"одежду" 0 0.0187213329589067 0.0104025798398003 0 0 0
"один" 0.0400962309542903 0.0936066647945334 0.104025798398003 0.219619326500732 0.0892971042224774 0.0723738626964433
"одна" 0.0133654103180968 0.02808199943836 0.0208051596796005 0 0.0510269166985585 0.010339123242349
"однажды" 0 0 0.0104025798398003 0.054904831625183 0.0382701875239189 0
"одни" 0 0 0.0208051596796005 0 0 0.0206782464846981
"одним" 0.0133654103180968 0.00936066647945334 0 0 0 0
"одних" 0 0 0 0.0183016105417277 0 0
"одно" 0.0267308206361935 0.00936066647945334 0.0104025798398003 0.0183016105417277 0.0510269166985585 0.0827129859387924
"одновременно" 0.0133654103180968 0 0.0104025798398003 0 0 0.010339123242349
"одного" 0.0534616412723871 0 0 0.0183016105417277 0.114810562571757 0.0206782464846981
"одной" 0.0534616412723871 0.02808199943836 0.0104025798398003 0.0183016105417277 0.0382701875239189 0
"одном" 0.0534616412723871 0.0187213329589067 0 0 0 0
"одному" 0 0 0 0.0183016105417277 0 0.010339123242349
"одноразовое" 0 0.00936066647945334 0 0 0 0
"одноразовые" 0 0.00936066647945334 0 0 0 0
"одну" 0.0668270515904838 0.0187213329589067 0.0104025798398003 0.0183016105417277 0.0127567291746396 0.0310173697270471
"ожог" 0 0.0374426659178133 0 0 0 0
"означает" 0 0 0 0 0.0255134583492792 0
"окажи" 0 0.0374426659178133 0 0 0 0
"окна" 0.0133654103180968 0 0 0.0183016105417277 0 0
"окно" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0.0915080527086384 0 0.010339123242349
"около" 0 0.0187213329589067 0.0104025798398003 0.0915080527086384 0 0.0206782464846981
"окон" 0 0.02808199943836 0 0 0.0127567291746396 0.010339123242349
"окружает" 0 0 0 0 0.0127567291746396 0
"он" 0.614808874632451 0.64588598708228 1.22750442109643 0.915080527086384 1.74767189692563 0.692721257237386
"она" 0.253942796043839 0.234016661986333 0.572141891189015 0.183016105417277 0.204107666794234 0.796112489660877
"они" 0.400962309542903 0.149770663671253 0.291272235514408 0.0366032210834553 0.229621125143513 0.558312655086849
"оно" 0.0133654103180968 0.00936066647945334 0.0624154790388016 0.0366032210834553 0 0.0620347394540943
"операцию" 0 0.00936066647945334 0 0.0183016105417277 0 0
"определение" 0 0 0 0 0 0.010339123242349
"оружие" 0.0133654103180968 0 0.0208051596796005 0 0 0.0516956162117452
"основном" 0.0133654103180968 0 0 0 0 0
"особенно" 0.0400962309542903 0 0 0 0.0255134583492792 0
"оставаться" 0.0133654103180968 0 0 0 0.0127567291746396 0.010339123242349
"оставил" 0.0267308206361935 0.0187213329589067 0.0416103193592011 0.0366032210834553 0.0127567291746396 0
"осталось" 0 0.00936066647945334 0 0.0183016105417277 0.0510269166985585 0.010339123242349
"остался" 0 0 0 0 0.0255134583492792 0
"остальные" 0 0 0 0 0.0382701875239189 0
"останемся" 0 0.00936066647945334 0.0104025798398003 0 0 0
"останется" 0 0.0187213329589067 0 0.0183016105417277 0 0
"остановился" 0 0 0.0104025798398003 0.0366032210834553 0.0127567291746396 0
"остатки" 0 0 0 0 0.0255134583492792 0
"остаток" 0 0 0 0.0183016105417277 0 0
"от" 0.160384923817161 0.299541327342507 0.156038697597004 0.23792093704246 0.420972062763108 0.155086848635236
"отверстие" 0 0 0 0 0.0127567291746396 0
"ответ" 0.0133654103180968 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0.010339123242349
"ответил" 0 0.00936066647945334 0 0 0 0
"отвечает" 0 0 0.0104025798398003 0 0 0
"отвечают" 0 0.00936066647945334 0 0 0 0
"отдел" 0 0.0187213329589067 0 0 0 0
"отдела" 0 0.00936066647945334 0 0 0.0127567291746396 0
"отделения" 0 0 0 0 0 0.010339123242349
"отдельный" 0.0133654103180968 0 0 0 0 0
"отеле" 0 0 0.0312077395194008 0 0 0
"отель" 0 0.0374426659178133 0.0728180588786019 0 0 0
"отеля" 0 0.00936066647945334 0 0 0 0
"отец" 0 0.02808199943836 0 0 0 0
"откроем" 0 0.00936066647945334 0 0 0 0
"открой" 0.0400962309542903 0 0 0 0 0
"открывает" 0 0 0 0 0.0127567291746396 0
"открыли" 0 0.00936066647945334 0 0 0 0
"открыто" 0 0 0.0104025798398003 0 0 0
"открытым" 0.0133654103180968 0 0 0 0 0
"открыть" 0 0.0187213329589067 0 0 0 0
"откуда" 0.0267308206361935 0.0187213329589067 0.0832206387184022 0.0366032210834553 0.0510269166985585 0
"отлично" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0.0366032210834553 0.0510269166985585 0.0413564929693962
"отличный" 0 0 0.0104025798398003 0 0 0
"отменяется" 0 0.00936066647945334 0 0 0 0
"отныне" 0 0.00936066647945334 0 0 0 0
"отпечатки" 0 0 0 0 0.0510269166985585 0
"отпуск" 0 0 0 0 0.0127567291746396 0.0206782464846981
"отсюда" 0.0133654103180968 0.0468033323972667 0.0624154790388016 0.0183016105417277 0 0.144747725392887
"оттуда" 0 0.00936066647945334 0.0208051596796005 0 0.0127567291746396 0
"отца" 0.0133654103180968 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"отчет" 0 0 0 0 0.0127567291746396 0
"официанта" 0.0133654103180968 0 0 0 0 0
"официантом" 0 0.0187213329589067 0 0 0 0
"охранника" 0 0 0 0 0 0.010339123242349
"очевидно" 0 0 0.0104025798398003 0.0183016105417277 0.0255134583492792 0.0206782464846981
"очень" 0.374231488906709 0.121688664232893 0.0936232185582024 0.146412884333821 0.178594208444955 0.186104218362283
"очереди" 0 0.00936066647945334 0 0 0 0.010339123242349
"ошибка" 0 0 0 0 0.0127567291746396 0
"ощущение" 0 0.00936066647945334 0.0208051596796005 0 0 0
"пакет" 0 0 0 0.0183016105417277 0 0
"пакеты" 0.0133654103180968 0 0 0 0 0
"пальцами" 0 0 0 0.0183016105417277 0.0127567291746396 0
"пальцев" 0 0 0 0 0.0510269166985585 0
"пальцем" 0 0 0 0.0183016105417277 0 0.010339123242349
"пальцы" 0 0 0 0 0 0.010339123242349
"папа" 0.0133654103180968 0 0 0 0 0
"пар" 0 0 0 0 0 0.010339123242349
"пара" 0.0267308206361935 0.02808199943836 0 0 0 0
"паразитов" 0 0.0374426659178133 0 0 0 0
"парень" 0 0 0.208051596796005 0.0366032210834553 0.114810562571757 0
"паркер" 0 0.00936066647945334 0 0 0 0
"парней" 0 0 0.0104025798398003 0 0 0
"парнем" 0 0 0.0624154790388016 0 0 0
"парни" 0 0.00936066647945334 0 0.0183016105417277 0 0.0206782464846981
"парню" 0 0 0.0104025798398003 0.0366032210834553 0 0.010339123242349
"парня" 0 0.00936066647945334 0.104025798398003 0.109809663250366 0.0382701875239189 0.0413564929693962
"партнера" 0 0.00936066647945334 0 0 0 0
"пару" 0.0133654103180968 0.0374426659178133 0.0104025798398003 0.054904831625183 0.0127567291746396 0.0310173697270471
"пары" 0 0.02808199943836 0 0 0 0.010339123242349
"пасть" 0 0.00936066647945334 0 0 0 0
"пахнет" 0 0.00936066647945334 0 0 0.0127567291746396 0
"пенис" 0 0.00936066647945334 0 0 0 0
"пепел" 0 0.00936066647945334 0 0 0 0
"первая" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0 0
"первого" 0 0.02808199943836 0.0104025798398003 0 0 0
"первое" 0 0.0655246653561734 0.0104025798398003 0 0.0382701875239189 0
"первой" 0 0 0 0 0.0127567291746396 0.010339123242349
"первом" 0 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"первый" 0.0267308206361935 0.0187213329589067 0 0.054904831625183 0.0510269166985585 0.0206782464846981
"первым" 0.0267308206361935 0 0.0104025798398003 0 0.0127567291746396 0
"перед" 0.0133654103180968 0.0187213329589067 0.0208051596796005 0.0366032210834553 0.0127567291746396 0.0310173697270471
"передо" 0 0.00936066647945334 0 0 0 0
"перестал" 0.0133654103180968 0.0374426659178133 0 0 0 0
"перестать" 0 0 0 0 0 0.010339123242349
"период" 0 0.00936066647945334 0 0 0 0.010339123242349
"пещеру" 0 0.0187213329589067 0 0 0 0
"пива" 0 0.0374426659178133 0 0 0.0255134583492792 0
"пиво" 0.0534616412723871 0.0187213329589067 0.0416103193592011 0 0 0
"пили" 0 0 0 0 0 0.0206782464846981
"пистолет" 0 0.0655246653561734 0.0624154790388016 0.0366032210834553 0.114810562571757 0.010339123242349
"пистолета" 0 0 0.0104025798398003 0 0.0382701875239189 0
"пистолетом" 0 0 0 0 0 0.010339123242349
"пишет" 0 0 0.0104025798398003 0 0.0127567291746396 0
"пишут" 0 0 0 0.0183016105417277 0 0
"пищу" 0 0.0187213329589067 0 0 0 0
"плакать" 0 0.0187213329589067 0 0 0 0
"плана" 0 0 0.0104025798398003 0 0.0127567291746396 0
"планеты" 0.0133654103180968 0 0 0 0 0
"планирует" 0 0 0 0 0.0127567291746396 0
"пластик" 0 0 0 0 0.0127567291746396 0
"платье" 0 0.0187213329589067 0 0 0 0
"плачет" 0 0 0.0208051596796005 0 0 0.010339123242349
"плачу" 0 0 0.0104025798398003 0 0 0.0206782464846981
"пленка" 0 0.0187213329589067 0 0 0 0
"плечо" 0 0 0 0 0.0127567291746396 0
"плоти" 0 0 0 0 0.0255134583492792 0.0206782464846981
"плоть" 0 0.00936066647945334 0 0 0.0127567291746396 0.0206782464846981
"плохо" 0.0133654103180968 0.02808199943836 0.0208051596796005 0.0183016105417277 0.0127567291746396 0.0310173697270471
"площадки" 0 0 0 0 0 0.010339123242349
"пляже" 0.0133654103180968 0 0 0 0 0
"по" 0.360866078588613 0.458672657493214 0.405700613752211 0.402635431918009 0.293404771016711 0.413564929693962
"побольше" 0 0.00936066647945334 0 0 0 0
"поверь" 0 0.0374426659178133 0 0.0183016105417277 0 0.010339123242349
"поводу" 0.0267308206361935 0.0187213329589067 0 0.0366032210834553 0 0.0413564929693962
"повстречал" 0 0.00936066647945334 0 0 0 0
"повсюду" 0 0.02808199943836 0 0 0 0.0206782464846981
"повысить" 0.0133654103180968 0 0 0 0 0
"поговорить" 0.0400962309542903 0.0374426659178133 0.0104025798398003 0.0366032210834553 0.114810562571757 0.0310173697270471
"под" 0.0267308206361935 0.02808199943836 0.0624154790388016 0.183016105417277 0.127567291746396 0.10339123242349
"подвал" 0 0 0.0104025798398003 0 0 0
"подвале" 0 0.0187213329589067 0 0 0 0
"поддержки" 0 0.00936066647945334 0 0 0 0
"поднять" 0 0 0.0104025798398003 0.0183016105417277 0 0
"подряд" 0 0.0187213329589067 0 0 0 0.010339123242349
"подумай" 0 0.0187213329589067 0.0104025798398003 0.0183016105417277 0 0
"подумать" 0.0133654103180968 0 0.0208051596796005 0.0183016105417277 0 0
"подходит" 0.0133654103180968 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"поехать" 0 0.00936066647945334 0 0.0183016105417277 0 0
"пожалуйста" 0.0668270515904838 0.121688664232893 0.0416103193592011 0.054904831625183 0.0765403750478377 0.0930521091811414
"пожар" 0 0.00936066647945334 0 0 0.0255134583492792 0.010339123242349
"позади" 0 0.00936066647945334 0 0 0 0
"позволить" 0 0 0 0.0183016105417277 0 0
"позвони" 0.0267308206361935 0 0 0.0366032210834553 0 0
"позвонил" 0.0133654103180968 0.0187213329589067 0.0208051596796005 0.0183016105417277 0.0382701875239189 0
"позвонила" 0.0267308206361935 0.0187213329589067 0 0.0366032210834553 0 0
"позвонить" 0 0.0187213329589067 0 0 0 0
"поздно" 0.0133654103180968 0.02808199943836 0.0104025798398003 0.0183016105417277 0.0382701875239189 0.0206782464846981
"позже" 0.0133654103180968 0 0.0208051596796005 0.054904831625183 0 0
"познакомились" 0 0.00936066647945334 0 0 0.0127567291746396 0
"познакомился" 0 0.00936066647945334 0 0 0 0
"пойдет" 0 0.00936066647945334 0 0 0 0
"пойти" 0.0267308206361935 0 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"пока" 0.0935578722266774 0.0655246653561734 0.124830958077603 0.183016105417277 0.0765403750478377 0.0310173697270471
"покажите" 0.0133654103180968 0 0 0 0 0.010339123242349
"показалось" 0.0133654103180968 0 0 0.0183016105417277 0.0127567291746396 0.010339123242349
"показать" 0.0133654103180968 0 0 0.0366032210834553 0 0
"показывают" 0 0.00936066647945334 0 0 0 0
"покой" 0 0.00936066647945334 0 0 0 0
"поколения" 0 0.0187213329589067 0 0 0 0
"покончить" 0 0 0 0.054904831625183 0 0
"покрывает" 0 0 0 0 0.0127567291746396 0
"покупать" 0.0133654103180968 0 0 0 0 0
"пол" 0 0.02808199943836 0 0 0.0892971042224774 0
"полицейские" 0 0.02808199943836 0.0104025798398003 0 0 0.0206782464846981
"полицейский" 0 0 0.114428378237803 0 0.0127567291746396 0.010339123242349
"полицейских" 0 0 0.0208051596796005 0 0.0127567291746396 0
"полиции" 0 0.0374426659178133 0.0416103193592011 0.0732064421669107 0.0127567291746396 0
"полицию" 0 0.0187213329589067 0.0104025798398003 0.0366032210834553 0 0
"полиция" 0 0.00936066647945334 0.0312077395194008 0.0183016105417277 0.0382701875239189 0
"полная" 0 0.00936066647945334 0 0 0 0
"полно" 0 0.00936066647945334 0 0 0 0.010339123242349
"полного" 0 0 0 0 0.0127567291746396 0
"полной" 0 0 0.0104025798398003 0 0 0
"полностью" 0 0.00936066647945334 0.0312077395194008 0.0183016105417277 0.0127567291746396 0
"полный" 0 0.0187213329589067 0.0104025798398003 0.0183016105417277 0.0255134583492792 0
"полным" 0 0 0.0104025798398003 0.0183016105417277 0 0
"половина" 0 0 0.0208051596796005 0 0 0
"половину" 0 0 0 0 0 0.010339123242349
"положение" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0 0
"положено" 0.0133654103180968 0 0 0 0 0
"положил" 0.0133654103180968 0 0.0208051596796005 0 0 0
"положить" 0 0.00936066647945334 0 0 0.0127567291746396 0
"полосе" 0 0 0 0 0 0.010339123242349
"полотенце" 0.0133654103180968 0 0 0 0 0
"полу" 0 0 0 0 0.0255134583492792 0.0206782464846981
"получается" 0.0133654103180968 0 0.0208051596796005 0 0 0.0206782464846981
"получил" 0.0267308206361935 0.00936066647945334 0.0312077395194008 0 0.0127567291746396 0
"получится" 0.0133654103180968 0 0 0 0.0127567291746396 0
"получить" 0.0267308206361935 0 0.0104025798398003 0 0 0
"получше" 0 0.00936066647945334 0 0 0 0
"помешать" 0 0 0.0104025798398003 0 0 0
"помни" 0 0 0.0312077395194008 0 0.0127567291746396 0
"помнишь" 0.0267308206361935 0.0187213329589067 0.156038697597004 0.0366032210834553 0.0255134583492792 0.0206782464846981
"помню" 0 0.00936066647945334 0.187246437116405 0.0183016105417277 0.0510269166985585 0.010339123242349
"помогает" 0 0 0.0104025798398003 0 0 0
"помоги" 0 0 0.0208051596796005 0 0.0255134583492792 0.0310173697270471
"помогите" 0.0267308206361935 0 0 0.0183016105417277 0.0127567291746396 0
"помочь" 0.0400962309542903 0.0187213329589067 0.0832206387184022 0.054904831625183 0.0255134583492792 0.010339123242349
"помощи" 0 0.0187213329589067 0.0104025798398003 0.0183016105417277 0.0127567291746396 0.0206782464846981
"помощь" 0.0267308206361935 0.00936066647945334 0.0312077395194008 0 0.0382701875239189 0.010339123242349
"понимаете" 0.0400962309542903 0 0.0208051596796005 0 0.0127567291746396 0.0516956162117452
"понимаешь" 0.120288692862871 0 0.0416103193592011 0.054904831625183 0.102053833397117 0.0930521091811414
"понимал" 0 0.00936066647945334 0 0 0 0
"понимаю" 0.106923282544774 0.0468033323972667 0 0.0732064421669107 0.102053833397117 0.0723738626964433
"понял" 0 0.0936066647945334 0.0312077395194008 0.0366032210834553 0.0637836458731981 0.0206782464846981
"понять" 0.0133654103180968 0.0187213329589067 0.0832206387184022 0 0.0382701875239189 0.0413564929693962
"попал" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0.0366032210834553 0 0
"попасть" 0.0133654103180968 0 0 0 0 0.0206782464846981
"поплачь" 0 0.0187213329589067 0 0 0 0
"попросил" 0 0 0.0208051596796005 0 0 0.010339123242349
"попытался" 0 0 0 0 0.0255134583492792 0
"попытаться" 0 0 0.0104025798398003 0 0 0
"пор" 0.0133654103180968 0.0187213329589067 0.0624154790388016 0.0183016105417277 0.0382701875239189 0
"пора" 0.0133654103180968 0.0655246653561734 0.0416103193592011 0.054904831625183 0.0127567291746396 0
"порой" 0 0.00936066647945334 0 0.0183016105417277 0 0
"порядке" 0.133654103180968 0.02808199943836 0.0520128991990014 0.109809663250366 0.0765403750478377 0.0516956162117452
"порядок" 0 0 0.0104025798398003 0.0183016105417277 0.0255134583492792 0
"поселился" 0 0.00936066647945334 0.0104025798398003 0 0 0
"послал" 0 0 0.0104025798398003 0 0 0
"после" 0.0267308206361935 0.0655246653561734 0.0416103193592011 0.0366032210834553 0.0255134583492792 0.186104218362283
"последнее" 0.0133654103180968 0.00936066647945334 0.0312077395194008 0.0183016105417277 0 0.0206782464846981
"последнем" 0 0 0 0 0 0.010339123242349
"последний" 0.0534616412723871 0 0.0104025798398003 0.0366032210834553 0 0.0206782464846981
"последним" 0 0 0 0 0.0127567291746396 0
"последует" 0 0.00936066647945334 0 0 0 0
"послушай" 0.0133654103180968 0.0374426659178133 0.114428378237803 0.0183016105417277 0.0892971042224774 0.0310173697270471
"посмотрел" 0 0 0.0104025798398003 0 0 0
"посмотреть" 0 0.00936066647945334 0 0 0.0382701875239189 0
"посмотри" 0.0400962309542903 0.0187213329589067 0.0104025798398003 0 0.0637836458731981 0.010339123242349
"посмотрим" 0 0 0 0.0183016105417277 0.0382701875239189 0.010339123242349
"посмотрите" 0.0133654103180968 0.0187213329589067 0 0.0183016105417277 0.0255134583492792 0
"посреди" 0 0 0 0 0 0.0206782464846981
"пост" 0 0.02808199943836 0 0 0 0
"постель" 0 0 0.0208051596796005 0.0183016105417277 0 0
"постоянно" 0.0400962309542903 0 0 0 0 0.010339123242349
"потеряла" 0 0 0.0416103193592011 0 0 0
"потихоньку" 0 0.00936066647945334 0 0.0183016105417277 0.0127567291746396 0
"поток" 0 0 0 0 0.0127567291746396 0
"потом" 0.0534616412723871 0.00936066647945334 0.0624154790388016 0.0732064421669107 0.153080750095675 0.175765095119934
"потому" 0.133654103180968 0.08424599831508 0.187246437116405 0.164714494875549 0.102053833397117 0.155086848635236
"потребуется" 0.0133654103180968 0 0.0208051596796005 0 0 0
"походили" 0 0.00936066647945334 0 0 0 0
"похож" 0.0267308206361935 0 0 0 0 0
"похожа" 0 0 0 0 0.0127567291746396 0
"похоже" 0.0534616412723871 0.05616399887672 0.0416103193592011 0.0732064421669107 0.0637836458731981 0.0310173697270471
"похожи" 0 0 0 0.0183016105417277 0 0.010339123242349
"похороны" 0 0.00936066647945334 0 0 0 0
"почве" 0 0 0 0 0.0127567291746396 0
"почему" 0.187115744453355 0.16849199663016 0.260064495995007 0.054904831625183 0.178594208444955 0.206782464846981
"починить" 0 0 0 0 0.0127567291746396 0
"почти" 0.0400962309542903 0 0.0312077395194008 0.0366032210834553 0.0382701875239189 0.0413564929693962
"пошел" 0 0.0748853318356267 0 0 0.0510269166985585 0
"пошла" 0 0 0.0104025798398003 0 0 0
"пошли" 0.0133654103180968 0.00936066647945334 0.0312077395194008 0 0.0127567291746396 0.10339123242349
"пошло" 0 0 0 0 0 0.010339123242349
"поэтому" 0.0935578722266774 0.02808199943836 0.0936232185582024 0.054904831625183 0.0637836458731981 0.0413564929693962
"появился" 0 0.0187213329589067 0 0 0 0
"пояс" 0 0.00936066647945334 0 0 0 0
"прав" 0.0534616412723871 0.0468033323972667 0.0312077395194008 0.0915080527086384 0.0637836458731981 0.010339123242349
"права" 0 0.0187213329589067 0 0.0732064421669107 0 0.0206782464846981
"правда" 0.106923282544774 0.1404099971918 0.0208051596796005 0.109809663250366 0.0892971042224774 0.0827129859387924
"правила" 0.0133654103180968 0.00936066647945334 0 0 0 0
"правило" 0 0.1404099971918 0 0.0366032210834553 0 0.010339123242349
"право" 0 0.0187213329589067 0 0 0.0127567291746396 0
"правом" 0 0.0187213329589067 0 0 0 0
"правый" 0 0 0 0 0 0.0206782464846981
"превратился" 0 0.0187213329589067 0.0104025798398003 0 0 0
"превращаюсь" 0.0133654103180968 0 0 0 0 0
"предложение" 0 0 0 0 0.0127567291746396 0
"предмет" 0.0267308206361935 0.00936066647945334 0.0208051596796005 0 0 0
"представить" 0.0534616412723871 0.00936066647945334 0 0 0 0
"представлять" 0.0133654103180968 0 0 0 0 0
"представляю" 0.0133654103180968 0 0 0.0183016105417277 0 0
