"A_beautiful_mind_script" "fight_club_script" "Remember_script" "Secret_window_script" "Seven_script" "Shutter_island_script"
"вырвал" 0 0 0.0104025798398003 0 0 0
"вырезал" 0 0 0 0.054904831625183 0 0
"высокие" 0 0.00936066647945334 0 0 0 0
"высокий" 0 0.00936066647945334 0 0 0 0
"высоким" 0 0 0 0 0 0.010339123242349
"высоте" 0 0.00936066647945334 0 0 0 0
"выстрел" 0 0 0.0104025798398003 0 0 0
"выстрела" 0 0 0 0 0 0.010339123242349
"высшего" 0 0.00936066647945334 0 0 0 0
"высшей" 0.0133654103180968 0 0 0 0.0127567291746396 0
"высылает" 0 0 0 0.0183016105417277 0 0
"вытащить" 0.0133654103180968 0 0.0208051596796005 0 0 0
"вытянуть" 0 0 0 0 0 0.0206782464846981
"выучишься" 0 0.00936066647945334 0 0 0 0
"выхода" 0 0 0 0 0 0.0310173697270471
"выходит" 0 0 0 0 0.0382701875239189 0
"выходишь" 0.0133654103180968 0 0 0 0 0
"выходом" 0 0.00936066647945334 0 0 0 0
"выходят" 0.0267308206361935 0 0 0 0 0
"выхожу" 0.0133654103180968 0 0 0 0 0
"вычислить" 0.0133654103180968 0 0.0208051596796005 0 0 0
"выше" 0 0 0.0104025798398003 0 0 0
"вышел" 0 0 0.0104025798398003 0.0183016105417277 0 0
"вышла" 0.0133654103180968 0 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"вышли" 0 0 0 0 0 0.0206782464846981
"вышло" 0.0133654103180968 0.0187213329589067 0 0.0366032210834553 0 0.0206782464846981
"г" 0 0 0.197649016956205 0 0 0
"гадости" 0 0 0.0104025798398003 0 0.0127567291746396 0
"газ" 0 0.0187213329589067 0 0 0 0
"газетах" 0.0133654103180968 0 0 0 0 0
"галактика" 0 0.00936066647945334 0 0 0 0
"галлюцинация" 0 0.00936066647945334 0 0 0 0
"галстук" 0 0.0374426659178133 0 0 0 0.010339123242349
"галстуке" 0 0.00936066647945334 0 0 0 0
"галстуки" 0 0.00936066647945334 0 0 0 0
"гаснет" 0 0.0187213329589067 0 0 0 0
"гвозди" 0 0.0187213329589067 0 0 0 0
"где" 0.0400962309542903 0.16849199663016 0.197649016956205 0.219619326500732 0.114810562571757 0.289495450785773
"героев" 0 0.00936066647945334 0 0 0 0
"главный" 0 0 0 0 0.0127567291746396 0.010339123242349
"глаз" 0.0133654103180968 0 0 0 0 0.0206782464846981
"глаза" 0 0.00936066647945334 0.0936232185582024 0.0366032210834553 0.0382701875239189 0.0206782464846981
"глазами" 0 0.00936066647945334 0.0104025798398003 0 0 0
"глазах" 0 0.00936066647945334 0 0 0 0
"глицерин" 0 0.00936066647945334 0 0 0 0
"глубоко" 0 0 0 0 0.0127567291746396 0
"глупо" 0 0.0187213329589067 0 0.0732064421669107 0 0
"глядят" 0 0 0 0 0.0127567291746396 0
"гневе" 0 0 0 0 0 0.010339123242349
"говно" 0 0 0 0 0.0127567291746396 0
"говнюк" 0 0 0 0.0183016105417277 0 0
"говорил" 0.0668270515904838 0.02808199943836 0.156038697597004 0.0366032210834553 0.0765403750478377 0.0206782464846981
"говорила" 0 0.00936066647945334 0 0 0 0.0620347394540943
"говорили" 0.0267308206361935 0.00936066647945334 0.0104025798398003 0 0.0127567291746396 0.0516956162117452
"говорим" 0 0 0 0 0.0255134583492792 0.0310173697270471
"говорит" 0.0534616412723871 0.0187213329589067 0.0520128991990014 0.0183016105417277 0.0510269166985585 0.0310173697270471
"говорите" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.0413564929693962
"говорить" 0.0668270515904838 0.0187213329589067 0.114428378237803 0.0366032210834553 0.0637836458731981 0.0413564929693962
"говоришь" 0 0.0468033323972667 0.0208051596796005 0.054904831625183 0.0382701875239189 0.0206782464846981
"говорю" 0 0.02808199943836 0.0208051596796005 0.0366032210834553 0.0127567291746396 0.0206782464846981
"говоря" 0.0133654103180968 0 0 0.0183016105417277 0.0127567291746396 0.0206782464846981
"говорят" 0.0267308206361935 0.00936066647945334 0.0104025798398003 0 0.0127567291746396 0.0413564929693962
"говорящие" 0 0.0187213329589067 0 0 0 0
"год" 0.0267308206361935 0.0187213329589067 0 0.0183016105417277 0.0637836458731981 0.010339123242349
"года" 0.0935578722266774 0.0187213329589067 0.0312077395194008 0.054904831625183 0.0127567291746396 0.0723738626964433
"годы" 0 0.00936066647945334 0 0 0 0.0206782464846981
"голова" 0 0.00936066647945334 0 0 0.0127567291746396 0.0206782464846981
"голове" 0.0267308206361935 0.0187213329589067 0.0208051596796005 0.0183016105417277 0.0255134583492792 0.010339123242349
"головой" 0.0267308206361935 0 0 0.0183016105417277 0 0.010339123242349
"головоломку" 0 0 0.0104025798398003 0 0 0
"голову" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0 0.0637836458731981 0.010339123242349
"головы" 0 0 0.0104025798398003 0 0.0127567291746396 0
"голос" 0.0133654103180968 0.02808199943836 0.0312077395194008 0.0183016105417277 0 0.010339123242349
"голосами" 0 0.0187213329589067 0 0 0 0
"голыми" 0 0 0 0 0 0.010339123242349
"горе" 0 0.00936066647945334 0 0 0 0
"горло" 0 0 0.0104025798398003 0.0183016105417277 0 0
"город" 0.0133654103180968 0.0187213329589067 0 0 0.0382701875239189 0
"города" 0 0 0.0416103193592011 0 0.0255134583492792 0.010339123242349
"городах" 0 0.0187213329589067 0 0 0 0
"городе" 0 0.0187213329589067 0.0104025798398003 0.0366032210834553 0.0892971042224774 0
"городов" 0 0.00936066647945334 0.0104025798398003 0 0 0
"городом" 0 0 0.0104025798398003 0 0.0127567291746396 0
"гостей" 0 0.00936066647945334 0 0 0 0
"гости" 0.0267308206361935 0 0 0 0.0127567291746396 0
"гостинице" 0 0 0.0104025798398003 0 0 0
"гостиной" 0 0 0 0 0 0.010339123242349
"готов" 0.0133654103180968 0 0.0104025798398003 0.0183016105417277 0.0127567291746396 0.010339123242349
"готовим" 0 0.00936066647945334 0 0 0 0
"готовы" 0.0133654103180968 0 0 0.0183016105417277 0.0127567291746396 0.0206782464846981
"грехов" 0 0 0 0 0.0382701875239189 0
"громко" 0 0 0.0208051596796005 0 0 0
"громче" 0 0.0187213329589067 0 0 0 0
"груди" 0 0.02808199943836 0 0 0 0
"грудь" 0 0.0187213329589067 0 0 0 0
"грузчики" 0 0.00936066647945334 0 0 0 0
"групп" 0 0.00936066647945334 0 0 0 0
"группа" 0 0.00936066647945334 0 0 0.0127567291746396 0
"группе" 0.0267308206361935 0.0187213329589067 0 0 0 0
"группу" 0 0.00936066647945334 0 0 0 0
"группы" 0.0133654103180968 0.0655246653561734 0 0 0 0
"губы" 0 0 0 0 0 0.010339123242349
"да" 0.654905105586742 0.61780398764392 0.821803807344221 0.860175695461201 0.765403750478377 0.641025641025641
"давай" 0.120288692862871 0.177852663109613 0.176843857276605 0.0732064421669107 0.0765403750478377 0.0516956162117452
"давать" 0 0.00936066647945334 0 0 0 0
"давления" 0 0.0187213329589067 0 0 0 0
"давно" 0.0534616412723871 0.02808199943836 0.0208051596796005 0 0.114810562571757 0.0206782464846981
"давят" 0 0 0.0104025798398003 0 0 0
"дадут" 0.0267308206361935 0 0 0 0.0127567291746396 0
"дает" 0 0.00936066647945334 0 0 0 0
"даже" 0.0668270515904838 0.131049330712347 0.249661916155206 0.219619326500732 0.178594208444955 0.10339123242349
"дай" 0.0400962309542903 0.0187213329589067 0.0312077395194008 0 0.0127567291746396 0.010339123242349
"дайте" 0 0 0 0 0.0127567291746396 0.0206782464846981
"дал" 0 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0.0206782464846981
"далеко" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0183016105417277 0 0
"дали" 0 0 0 0 0 0.0206782464846981
"дальнем" 0 0 0 0.0183016105417277 0 0
"дальше" 0.0133654103180968 0.05616399887672 0.0624154790388016 0.0366032210834553 0.0127567291746396 0.0310173697270471
"данных" 0.0133654103180968 0.00936066647945334 0 0 0 0.010339123242349
"дать" 0 0 0.0416103193592011 0 0.0255134583492792 0.010339123242349
"даю" 0 0.0187213329589067 0.0104025798398003 0.0183016105417277 0 0
"дают" 0 0.00936066647945334 0 0 0 0.010339123242349
"два" 0.0668270515904838 0.0468033323972667 0.0104025798398003 0.0915080527086384 0.114810562571757 0.0723738626964433
"двадцать" 0 0.00936066647945334 0 0 0 0
"дважды" 0 0.00936066647945334 0 0 0 0
"две" 0.0534616412723871 0.0374426659178133 0 0 0.0255134583492792 0.0516956162117452
"дверей" 0 0 0 0 0.0127567291746396 0
"двери" 0 0 0 0 0 0.0413564929693962
"дверь" 0.0534616412723871 0.0374426659178133 0.156038697597004 0.0366032210834553 0.0765403750478377 0.010339123242349
"дверью" 0 0 0.0208051596796005 0 0 0
"двести" 0 0 0.0208051596796005 0 0 0
"двигаться" 0 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"движения" 0.0133654103180968 0 0 0 0.0127567291746396 0
"движется" 0 0.00936066647945334 0 0 0 0
"двинул" 0 0.0187213329589067 0 0 0 0
"двое" 0 0.00936066647945334 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"дворе" 0.0133654103180968 0 0.0104025798398003 0 0 0
"двумя" 0 0.00936066647945334 0 0 0.0127567291746396 0
"двух" 0.0133654103180968 0.0374426659178133 0 0 0.0255134583492792 0.010339123242349
"девочек" 0 0.00936066647945334 0 0 0 0
"девочка" 0 0.00936066647945334 0 0 0 0
"девушка" 0 0.0187213329589067 0 0 0.0255134583492792 0
"девушки" 0 0.00936066647945334 0 0 0 0
"девяносто" 0 0 0 0.0366032210834553 0 0
"девяти" 0 0 0 0.0366032210834553 0 0
"девять" 0 0 0 0.0366032210834553 0 0.010339123242349
"действий" 0 0.00936066647945334 0 0 0 0.0206782464846981
"действительно" 0.0400962309542903 0.0187213329589067 0.0832206387184022 0.0366032210834553 0.0255134583492792 0.0206782464846981
"действовать" 0.0133654103180968 0 0 0 0 0
"действует" 0 0.00936066647945334 0 0 0.0127567291746396 0
"дела" 0.0267308206361935 0.02808199943836 0.0416103193592011 0.0366032210834553 0.0510269166985585 0.0206782464846981
"делает" 0.0133654103180968 0.00936066647945334 0.0312077395194008 0 0 0.0206782464846981
"делаете" 0.0133654103180968 0.02808199943836 0 0 0 0.0206782464846981
"делаешь" 0.0133654103180968 0.08424599831508 0.0728180588786019 0.0183016105417277 0.0637836458731981 0.0310173697270471
"делай" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"делал" 0 0.00936066647945334 0.0416103193592011 0 0.0637836458731981 0.010339123242349
"делали" 0 0.02808199943836 0.0104025798398003 0 0 0.0206782464846981
"делать" 0.0534616412723871 0.0468033323972667 0.104025798398003 0.0366032210834553 0.0510269166985585 0.0723738626964433
"делаю" 0 0.00936066647945334 0.0208051596796005 0 0.0382701875239189 0
"делают" 0.0133654103180968 0 0.0416103193592011 0 0 0.010339123242349
"деле" 0.0801924619085806 0 0.0832206387184022 0.0366032210834553 0.0127567291746396 0.0310173697270471
"дело" 0.0668270515904838 0.08424599831508 0.114428378237803 0.23792093704246 0.255134583492792 0.0723738626964433
"денег" 0.0133654103180968 0 0.0312077395194008 0 0.0255134583492792 0
"день" 0.0267308206361935 0.02808199943836 0.0208051596796005 0.0366032210834553 0.0765403750478377 0.0413564929693962
"деньгам" 0 0 0.0104025798398003 0 0 0
"деньгах" 0 0 0 0.0183016105417277 0 0
"деньги" 0 0.05616399887672 0.0728180588786019 0.0183016105417277 0.0510269166985585 0.010339123242349
"департамента" 0 0 0.0104025798398003 0 0 0
"депрессии" 0 0.00936066647945334 0 0 0 0
"депрессия" 0 0.00936066647945334 0 0 0 0
"дерден" 0 0.0468033323972667 0 0 0 0
"дердена" 0 0.0187213329589067 0 0 0 0
"дерева" 0 0.00936066647945334 0 0 0 0
"дерево" 0 0 0 0 0 0.010339123242349
"держал" 0 0 0 0 0.0127567291746396 0
"держат" 0.0267308206361935 0 0 0 0 0.0206782464846981
"держать" 0 0.00936066647945334 0.0104025798398003 0 0 0.010339123242349
"дерьмо" 0 0.0187213329589067 0 0 0.0637836458731981 0.010339123242349
"десяти" 0 0 0 0 0 0.0206782464846981
"десять" 0 0.00936066647945334 0.0104025798398003 0.0366032210834553 0 0
"детей" 0 0.00936066647945334 0 0 0.0127567291746396 0.134408602150538
"детектив" 0 0.0187213329589067 0 0 0.229621125143513 0
"дети" 0.0133654103180968 0.02808199943836 0 0 0 0.0930521091811414
"джо" 0.0133654103180968 0 0 0 0 0
"диваны" 0 0.00936066647945334 0 0 0 0
"динамит" 0 0.0187213329589067 0 0 0 0
"длинную" 0 0 0 0 0 0.010339123242349
"длинные" 0 0.00936066647945334 0 0 0 0
"для" 0.173750334135258 0.290180660863053 0.249661916155206 0.183016105417277 0.127567291746396 0.310173697270471
"дней" 0 0.0187213329589067 0.0312077395194008 0.0183016105417277 0.0255134583492792 0
"днем" 0 0.00936066647945334 0 0 0.0127567291746396 0
"дни" 0 0.0187213329589067 0.0208051596796005 0 0.0127567291746396 0.010339123242349
"дня" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0.0915080527086384 0.0255134583492792 0.0310173697270471
"до" 0.120288692862871 0.131049330712347 0.135233537917404 0.274524158125915 0.229621125143513 0.206782464846981
"доброе" 0 0 0 0 0.0127567291746396 0
"довольно" 0.0133654103180968 0 0 0.054904831625183 0.0127567291746396 0.010339123242349
"дождь" 0 0.0374426659178133 0 0 0 0
"дождя" 0 0 0 0 0 0.010339123242349
"дозу" 0 0 0.0104025798398003 0 0 0
"дойти" 0 0.00936066647945334 0 0 0 0
"доказательство" 0.0133654103180968 0 0 0.0183016105417277 0 0.0206782464846981
"доктор" 0.173750334135258 0 0 0 0.0255134583492792 0.454921422663358
"доктора" 0.0534616412723871 0.00936066647945334 0.0104025798398003 0 0 0.010339123242349
"долго" 0.0400962309542903 0.00936066647945334 0.104025798398003 0.0183016105417277 0.0255134583492792 0
"должен" 0.160384923817161 0.102967331273987 0.322479975033808 0.0915080527086384 0.140324020921036 0.237799834574028
"должна" 0.0801924619085806 0.02808199943836 0.0728180588786019 0.0183016105417277 0.0127567291746396 0.0206782464846981
"должны" 0.0267308206361935 0.00936066647945334 0.0728180588786019 0.0183016105417277 0.165837479270315 0.0827129859387924
"долларов" 0 0.0187213329589067 0.0728180588786019 0.0183016105417277 0 0
"дольше" 0 0.0187213329589067 0.0208051596796005 0 0 0
"долю" 0 0.00936066647945334 0 0 0 0
"дом" 0 0.102967331273987 0 0.183016105417277 0.0382701875239189 0.010339123242349
"дома" 0.0133654103180968 0.0187213329589067 0.0624154790388016 0.146412884333821 0 0.0516956162117452
"домам" 0 0.00936066647945334 0 0 0 0
"домашнее" 0 0.00936066647945334 0 0 0 0
"доме" 0 0.0655246653561734 0 0.054904831625183 0.0255134583492792 0.0310173697270471
"домой" 0.0400962309542903 0.0374426659178133 0.0104025798398003 0.0732064421669107 0.0255134583492792 0.010339123242349
"дому" 0 0 0.0104025798398003 0.0183016105417277 0 0
"доработку" 0 0.0187213329589067 0 0 0 0
"дороге" 0 0 0 0 0.0637836458731981 0
"достаточно" 0.0267308206361935 0 0.0416103193592011 0 0.0765403750478377 0.0206782464846981
"драку" 0 0.00936066647945334 0 0 0 0
"друг" 0.0133654103180968 0.0748853318356267 0.0416103193592011 0.0183016105417277 0.0255134583492792 0.0620347394540943
"друга" 0.0133654103180968 0 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"другая" 0 0.0468033323972667 0.0104025798398003 0 0.0127567291746396 0
"другие" 0.0133654103180968 0.02808199943836 0 0 0.0382701875239189 0.0413564929693962
"другим" 0 0.02808199943836 0 0 0.0127567291746396 0
"другими" 0 0 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"других" 0.0133654103180968 0 0.0104025798398003 0.0366032210834553 0.0127567291746396 0.0206782464846981
"другого" 0.0133654103180968 0 0 0.0183016105417277 0 0.0413564929693962
"другое" 0 0.0374426659178133 0.0208051596796005 0 0.0127567291746396 0.010339123242349
"другой" 0 0.0655246653561734 0 0.0183016105417277 0.0510269166985585 0.0206782464846981
"другом" 0.0400962309542903 0 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"другому" 0 0 0.0104025798398003 0 0.0127567291746396 0.0206782464846981
"другу" 0.0267308206361935 0.0655246653561734 0 0 0 0.010339123242349
"другую" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0 0 0.010339123242349
"друзьями" 0 0 0.0208051596796005 0.0183016105417277 0 0
"думает" 0.0133654103180968 0 0.280869655674607 0 0.0382701875239189 0
"думаешь" 0.0668270515904838 0.02808199943836 0.0520128991990014 0.0915080527086384 0.0510269166985585 0.0310173697270471
"думал" 0.0668270515904838 0.0374426659178133 0.0832206387184022 0.0183016105417277 0.0255134583492792 0.0413564929693962
"думаю" 0.106923282544774 0.0187213329589067 0.145636117757204 0.0915080527086384 0.0892971042224774 0.0413564929693962
"душа" 0 0.00936066647945334 0 0 0 0
"души" 0 0.0374426659178133 0 0.0183016105417277 0 0
"дым" 0 0 0 0 0 0.010339123242349
"дыхание" 0 0.0468033323972667 0 0 0 0
"дышать" 0.0133654103180968 0.0187213329589067 0 0 0.0127567291746396 0
"его" 0.280673616680032 0.2808199943836 0.894621866222823 0.750366032210835 0.867457583875494 0.568651778329198
"едва" 0 0 0 0 0.0127567291746396 0.010339123242349
"едем" 0 0 0 0 0.0382701875239189 0
"единственная" 0 0 0 0 0.0127567291746396 0
"единственную" 0 0 0 0.0366032210834553 0 0
"еду" 0 0.00936066647945334 0.0208051596796005 0.0366032210834553 0 0.010339123242349
"еды" 0 0.00936066647945334 0 0 0 0
"ее" 0 0.131049330712347 0 0.0366032210834553 0.140324020921036 0
"ей" 0.0267308206361935 0.02808199943836 0.135233537917404 0.0366032210834553 0.0637836458731981 0.0930521091811414
"ел" 0.0267308206361935 0 0 0 0.0127567291746396 0
"ему" 0.106923282544774 0.08424599831508 0.145636117757204 0.109809663250366 0.114810562571757 0.124069478908189
"если" 0.307404437316226 0.318262660301413 0.343285134713409 0.420937042459736 0.408215333588468 0.413564929693962
"есть" 0.240577385725742 0.243377328465787 0.270467075834807 0.329428989751098 0.34443168771527 0.227460711331679
"еще" 0 0.19657399606852 0 0.128111273792094 0.395458604413828 0
"ж" 0.0267308206361935 0.0187213329589067 0 0.054904831625183 0.0637836458731981 0.0413564929693962
"жаль" 0.0267308206361935 0.0468033323972667 0.0416103193592011 0.0732064421669107 0 0.0723738626964433
"жареных" 0 0.00936066647945334 0 0 0 0
"ждал" 0 0 0 0.0183016105417277 0 0
"ждали" 0 0 0 0 0.0127567291746396 0
"ждать" 0.0267308206361935 0 0.0104025798398003 0.0183016105417277 0.0255134583492792 0.010339123242349
"ждут" 0 0.00936066647945334 0 0 0 0.010339123242349
"же" 0.133654103180968 0.30890199382196 0.343285134713409 0.201317715959004 0.34443168771527 0.248138957816377
"желчный" 0 0.00936066647945334 0 0 0 0
"женись" 0 0.00936066647945334 0 0 0 0
"женщин" 0.0133654103180968 0 0 0 0.0127567291746396 0
"женщина" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0.054904831625183 0.0255134583492792 0
"женщиной" 0 0 0 0.0366032210834553 0 0
"женщину" 0 0 0 0.0183016105417277 0 0
"жены" 0 0 0.0520128991990014 0 0.0255134583492792 0.010339123242349
"жертв" 0 0.00936066647945334 0 0 0 0.010339123242349
"жертвах" 0 0 0 0 0 0.010339123242349
"жертвоприношения" 0 0.00936066647945334 0 0 0 0
"жив" 0 0.00936066647945334 0 0 0.0510269166985585 0
"живет" 0 0.00936066647945334 0 0 0.0127567291746396 0
"живот" 0 0 0 0 0.0127567291746396 0
"животное" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0 0
"животные" 0 0.0187213329589067 0 0 0 0
"животных" 0 0.00936066647945334 0 0 0 0
"живу" 0 0.00936066647945334 0.0104025798398003 0 0 0
"жидкости" 0.0267308206361935 0 0 0 0 0
"жидкость" 0 0.00936066647945334 0 0 0 0
"жизни" 0.0801924619085806 0.16849199663016 0.0208051596796005 0.0915080527086384 0.0637836458731981 0.0620347394540943
"жизнь" 0.0133654103180968 0.0468033323972667 0.0624154790388016 0.0366032210834553 0.0892971042224774 0.010339123242349
"жизнью" 0.0133654103180968 0 0 0 0 0.0206782464846981
"жил" 0.0133654103180968 0.0374426659178133 0 0 0 0.0206782464846981
"жир" 0 0.0468033323972667 0 0 0 0
"жира" 0 0.00936066647945334 0 0 0 0
"жиром" 0 0.00936066647945334 0 0 0.0127567291746396 0
"жить" 0.0267308206361935 0 0.0520128991990014 0.0183016105417277 0.0382701875239189 0.0723738626964433
"журналов" 0.0133654103180968 0 0 0 0 0
"жутко" 0 0.00936066647945334 0 0 0 0
"за" 0.374231488906709 0.411869325095947 0.468116092791012 0.329428989751098 0.395458604413828 0.413564929693962
"забавно" 0 0 0 0 0 0.010339123242349
"забывать" 0 0 0 0.0183016105417277 0.0127567291746396 0
"забыли" 0 0 0.0208051596796005 0.0183016105417277 0 0
"завтра" 0.0267308206361935 0 0.0104025798398003 0.0183016105417277 0.0127567291746396 0.0310173697270471
"завтраком" 0 0 0.0104025798398003 0.0183016105417277 0 0
"заглянуть" 0 0 0 0 0 0.010339123242349
"задавать" 0 0.0374426659178133 0.0208051596796005 0 0 0.010339123242349
"задание" 0.0267308206361935 0.0468033323972667 0 0 0.0382701875239189 0
"задача" 0.0400962309542903 0.00936066647945334 0 0 0 0
"задачу" 0.0267308206361935 0 0 0 0 0
"заднем" 0.0133654103180968 0 0 0 0 0
"задний" 0 0.00936066647945334 0 0 0 0.010339123242349
"задницу" 0 0 0 0.0183016105417277 0.0127567291746396 0
"задолго" 0 0 0 0.0183016105417277 0 0
"зайти" 0 0 0 0 0 0.010339123242349
"заключается" 0.0133654103180968 0 0 0 0 0
"закон" 0 0 0 0.0366032210834553 0 0.0516956162117452
"закончил" 0 0.00936066647945334 0.0208051596796005 0 0.0127567291746396 0
"закрой" 0 0 0.0208051596796005 0 0 0
"закрывается" 0 0 0.0416103193592011 0 0 0
"закрыт" 0 0 0 0 0.0255134583492792 0.0206782464846981
"закрыта" 0 0.00936066647945334 0 0 0 0.010339123242349
"зале" 0 0 0.0104025798398003 0 0 0
"заметил" 0.0133654103180968 0 0 0 0.0637836458731981 0.010339123242349
"замок" 0 0.0187213329589067 0 0 0.0127567291746396 0
"занимались" 0 0 0 0 0.0127567291746396 0
"занимался" 0.0400962309542903 0 0.0312077395194008 0 0.0127567291746396 0
"заниматься" 0.0267308206361935 0.00936066647945334 0.0104025798398003 0 0.0127567291746396 0
"запах" 0 0.0374426659178133 0 0 0 0
"записку" 0 0 0.0208051596796005 0.0183016105417277 0.0127567291746396 0
"заплатить" 0 0 0.0104025798398003 0 0 0
"заранее" 0.0133654103180968 0 0 0 0 0
"заряд" 0 0 0.0104025798398003 0 0 0
"заряжен" 0 0 0 0.0183016105417277 0 0.010339123242349
"засну" 0 0.00936066647945334 0 0 0 0
"заснул" 0 0 0.0104025798398003 0 0 0
"заставил" 0 0 0.0104025798398003 0.0183016105417277 0.0255134583492792 0
"заставить" 0.0133654103180968 0 0.0832206387184022 0.0183016105417277 0 0
"засунул" 0 0 0 0 0.0127567291746396 0
"затем" 0 0.0374426659178133 0 0 0.0382701875239189 0
"затеял" 0 0.00936066647945334 0 0.0183016105417277 0 0
"заткнись" 0 0.0374426659178133 0.0104025798398003 0.0183016105417277 0.0510269166985585 0
"заходит" 0 0 0 0 0 0.010339123242349
"захожу" 0.0133654103180968 0 0 0 0 0
"зачем" 0.0267308206361935 0.187213329589067 0.156038697597004 0.0915080527086384 0.0382701875239189 0.0827129859387924
"зашел" 0 0 0 0 0.0127567291746396 0
"звали" 0 0 0.0104025798398003 0 0.0255134583492792 0.010339123242349
"звездами" 0 0.00936066647945334 0 0 0 0
"звенит" 0.0133654103180968 0 0.0208051596796005 0 0 0
"звонил" 0.0133654103180968 0.02808199943836 0.0104025798398003 0 0 0
"звонили" 0 0 0.0208051596796005 0.0183016105417277 0 0
"звонок" 0.0133654103180968 0 0.0208051596796005 0 0 0.010339123242349
"звук" 0.0133654103180968 0 0.0936232185582024 0.0183016105417277 0 0
"звучат" 0 0.00936066647945334 0 0 0 0
"здание" 0 0 0 0 0.0127567291746396 0.0310173697270471
"здании" 0 0.00936066647945334 0 0 0 0.010339123242349
"здания" 0 0.0187213329589067 0 0 0 0
"здесь" 0.347500668270516 0.131049330712347 0.457713512951212 0.274524158125915 0.293404771016711 0.661703887510339
"здоровенный" 0 0.00936066647945334 0 0 0 0
"земле" 0.0133654103180968 0 0 0 0.0127567291746396 0.0413564929693962
"земли" 0.0133654103180968 0 0 0 0 0
"землю" 0 0 0 0.0183016105417277 0.0255134583492792 0
"зеркало" 0 0 0 0.0183016105417277 0.0127567291746396 0
"знает" 0.0400962309542903 0.0374426659178133 0.0624154790388016 0.0183016105417277 0.0255134583492792 0.0413564929693962
"знаете" 0.0668270515904838 0.102967331273987 0.0416103193592011 0.0366032210834553 0.0127567291746396 0.186104218362283
"знаешь" 0.160384923817161 0.16849199663016 0.364090294393009 0.183016105417277 0.0637836458731981 0.0620347394540943
"знаком" 0 0 0.0104025798398003 0 0 0
"знакомо" 0 0 0.0104025798398003 0 0 0
"знакомства" 0 0 0 0 0 0.0206782464846981
"знал" 0.0267308206361935 0.0187213329589067 0.0728180588786019 0.0732064421669107 0.0382701875239189 0.0206782464846981
"знать" 0.0534616412723871 0.0468033323972667 0.124830958077603 0.0366032210834553 0.0765403750478377 0.0310173697270471
"значение" 0 0 0.0104025798398003 0 0 0
"значения" 0 0.0187213329589067 0 0 0.0127567291746396 0
"значит" 0.106923282544774 0.0655246653561734 0.0520128991990014 0.109809663250366 0.0510269166985585 0.0827129859387924
"знаю" 0.227211975407645 0.355705326219227 0.38489545407261 0.512445095168375 0.204107666794234 0.279156327543424
"знают" 0.0267308206361935 0 0 0 0 0.010339123242349
"зовет" 0 0 0 0 0.0127567291746396 0
"зовут" 0.0935578722266774 0.00936066647945334 0.0624154790388016 0 0 0.0620347394540943
"зрелище" 0 0.00936066647945334 0 0 0.0127567291746396 0
"зрения" 0 0 0 0.0183016105417277 0.0127567291746396 0
"зрители" 0 0.00936066647945334 0 0 0 0
"зря" 0 0.00936066647945334 0 0.0183016105417277 0.0127567291746396 0
"и" 1.59048382785352 2.23719928858935 1.54998439613024 2.12298682284041 2.18140068886338 1.71629445822994
"играют" 0 0 0 0 0 0.010339123242349
"идет" 0 0.00936066647945334 0 0 0.0255134583492792 0
"идешь" 0 0.00936066647945334 0 0 0 0
"идея" 0.0133654103180968 0 0.0208051596796005 0 0 0
"идти" 0.0133654103180968 0.02808199943836 0.0104025798398003 0.0366032210834553 0.0510269166985585 0.0413564929693962
"иду" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0 0.0516956162117452
"идут" 0 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"из" 0.414327719861 0.318262660301413 0.332882554873609 0.420937042459736 0.280648041842072 0.372208436724566
"избавиться" 0.0133654103180968 0 0.0312077395194008 0 0 0
"избавься" 0 0.00936066647945334 0.0208051596796005 0 0 0
"изготовить" 0 0.00936066647945334 0 0 0 0
"изнутри" 0 0 0.0104025798398003 0 0 0.010339123242349
"изо" 0 0.0187213329589067 0 0 0 0
"или" 0.133654103180968 0.19657399606852 0.145636117757204 0.219619326500732 0.0510269166985585 0.10339123242349
"им" 0 0.0468033323972667 0.0520128991990014 0.0366032210834553 0.0382701875239189 0.10339123242349
"имеет" 0.0668270515904838 0.02808199943836 0.0624154790388016 0.054904831625183 0.0127567291746396 0
"имеешь" 0 0 0.0104025798398003 0.0183016105417277 0.0127567291746396 0
