"main_oct1" "main_oct2" "main_oct3" "main_oct4" "main_oct5" "main_oct6" "main_oct7" "novel_oct1" "novel_oct2" "novel_oct3" "novel_oct4" "novel_oct5" "novel_oct6"
"all" 0.385250412768299 0.599520383693046 0.616468516072215 0.745650372825186 0.25320729237002 0.754975978037063 0.485436893203884 0.208574739281576 0.499108734402852 0.436205016357688 0.610687022900763 0.317796610169492 0.511247443762781
"but" 0.330214639515685 0.239808153477218 0.396301188903567 0.414250207125104 0.320729237002026 0.274536719286205 0.364077669902913 0.370799536500579 0.819964349376114 0.517993456924755 0.407124681933842 0.360169491525424 0.443081117927744
"or" 0.78884608328747 0.119904076738609 0.176133861734919 0.497100248550124 0.270087778528022 0.343170899107756 0.606796116504854 0.278099652375435 0.285204991087344 0.327153762268266 0.508905852417303 0.254237288135593 0.306748466257669
"heâ" 0.770500825536599 0.359712230215827 0.132100396301189 0.497100248550124 0.422012153950034 0.686341798215511 0.485436893203884 0.18539976825029 0.285204991087344 0.163576881134133 0.458015267175573 0.254237288135593 0.136332651670075
"they" 0.366905155017428 0 0.264200792602378 0.331400165700083 0.286968264686023 0.549073438572409 0.728155339805825 0.347624565469293 0.463458110516934 0.54525627044711 0.101781170483461 0.296610169491525 0.511247443762781
"not" 0.421940928270042 0.719424460431655 0.396301188903567 0.579950289975145 0.472653612424038 0.274536719286205 0 0.254924681344148 0.320855614973262 0.2453653217012 0.458015267175573 0.317796610169492 0.238582140422631
"if" 0.2568336085122 0.239808153477218 0.264200792602378 0.248550124275062 0.354490209318028 0.823610157858614 0 0.301274623406721 0.17825311942959 0.490730643402399 0.254452926208651 0.423728813559322 0.443081117927744
"be" 0.458631443771785 0.359712230215827 0.132100396301189 0.497100248550124 0.455773126266036 0.274536719286205 0 0.162224797219003 0.17825311942959 0.572519083969466 0.356234096692112 0.296610169491525 0.238582140422631
"were" 0.385250412768299 0 0.484368119771026 0.497100248550124 0.25320729237002 0.480439258750858 0.242718446601942 0.254924681344148 0.213903743315508 0.299890948745911 0.152671755725191 0.423728813559322 0.5453306066803
"would" 0.220143093010457 0.359712230215827 0.220167327168648 0.414250207125104 0.270087778528022 0.892244337680165 0.970873786407767 0.162224797219003 0.106951871657754 0.872410032715376 0.254452926208651 0.233050847457627 0.238582140422631
"out" 0.201797835259585 0.239808153477218 0.176133861734919 0.331400165700083 0.455773126266036 0.137268359643102 0.364077669902913 0.370799536500579 0.392156862745098 0.408942202835333 0.407124681933842 0.211864406779661 0.408997955010225
"i" 0.0183452577508714 0 0.0440334654337296 0.248550124275062 0.168804861580014 0.0686341798215511 0 0.208574739281576 0.249554367201426 0.136314067611778 0.661577608142494 0.296610169491525 1.90865712338105
"mr" 0 0 0 0 0 0 0.121359223300971 1.04287369640788 0.142602495543672 0.190839694656489 0 1.08050847457627 0.408997955010225
"by" 0.495321959273528 0.359712230215827 0.264200792602378 0.331400165700083 0.286968264686023 0.411805078929307 0.121359223300971 0.440324449594438 0.213903743315508 0.272628135223555 0.356234096692112 0.233050847457627 0.0681663258350375
"from" 0.366905155017428 0.839328537170264 0.176133861734919 0.331400165700083 0.25320729237002 0.205902539464653 0 0.48667439165701 0.106951871657754 0.327153762268266 0.559796437659033 0.296610169491525 0.170415814587594
"when" 0.421940928270042 0.239808153477218 0.440334654337296 0.414250207125104 0.37137069547603 0.411805078929307 0.364077669902913 0.0926998841251448 0.213903743315508 0.354416575790622 0.203562340966921 0.254237288135593 0.306748466257669
"could" 0.293524124013942 0.119904076738609 0.220167327168648 0.248550124275062 0.438892640108035 0.343170899107756 0.485436893203884 0.370799536500579 0.249554367201426 0.2453653217012 0.305343511450382 0.338983050847458 0.0681663258350375
"man" 0.440286186020914 0.479616306954436 0 0.165700082850041 0.135043889264011 0.137268359643102 0 0.393974507531866 0.427807486631016 0.354416575790622 0.407124681933842 0.423728813559322 0.136332651670075
"then" 0.146762062006971 0.119904076738609 0.352267723469837 0.331400165700083 0.422012153950034 0.274536719286205 0.121359223300971 0.254924681344148 0.392156862745098 0.2453653217012 0.203562340966921 0.402542372881356 0.306748466257669
"no" 0.293524124013942 0.359712230215827 0.396301188903567 0.414250207125104 0.168804861580014 0.343170899107756 0.121359223300971 0.278099652375435 0.17825311942959 0.381679389312977 0.508905852417303 0.38135593220339 0.136332651670075
"down" 0.348559897266557 0.359712230215827 0.220167327168648 0.165700082850041 0.286968264686023 0.137268359643102 0.242718446601942 0.417149478563152 0.17825311942959 0.327153762268266 0.356234096692112 0.169491525423729 0.340831629175187
"old" 0.550357732526142 0.479616306954436 0.396301188903567 0.165700082850041 0.438892640108035 0.274536719286205 0 0.18539976825029 0.285204991087344 0.0817884405670665 0.407124681933842 0.127118644067797 0.0681663258350375
"eyes" 0.146762062006971 0.359712230215827 0.0880669308674593 0.165700082850041 0.286968264686023 0.61770761839396 0.242718446601942 0.231749710312862 0.392156862745098 0.327153762268266 0.0508905852417303 0.402542372881356 0.374914792092706
"one" 0.330214639515685 0.599520383693046 0.264200792602378 0.497100248550124 0.320729237002026 0.137268359643102 0.364077669902913 0.254924681344148 0.213903743315508 0.190839694656489 0.0508905852417303 0.338983050847458 0.136332651670075
"there" 0.2568336085122 0.239808153477218 0.220167327168648 0.248550124275062 0.303848750844024 0.480439258750858 0.121359223300971 0.231749710312862 0.071301247771836 0.0817884405670665 0.254452926208651 0.402542372881356 0.511247443762781
"been" 0.330214639515685 0 0.440334654337296 0.662800331400166 0.422012153950034 0.480439258750858 0.364077669902913 0.139049826187717 0.106951871657754 0.190839694656489 0.152671755725191 0.169491525423729 0.170415814587594
"now" 0.2568336085122 0.359712230215827 0.264200792602378 0.165700082850041 0.236326806212019 0.137268359643102 0.121359223300971 0.324449594438007 0.213903743315508 0.136314067611778 0.254452926208651 0.38135593220339 0.27266530334015
"an" 0.2568336085122 0.239808153477218 0.352267723469837 0.165700082850041 0.135043889264011 0.274536719286205 0.121359223300971 0.301274623406721 0.285204991087344 0.299890948745911 0.458015267175573 0.211864406779661 0.238582140422631
"so" 0.220143093010457 0.119904076738609 0.264200792602378 0 0.303848750844024 0.343170899107756 0 0.139049826187717 0.249554367201426 0.299890948745911 0.305343511450382 0.402542372881356 0.204498977505112
"sheâ" 0.238488350761328 0.359712230215827 0.308234258036107 1.07705053852527 0.354490209318028 0.480439258750858 0.728155339805825 0 0 0.572519083969466 0 0 0.102249488752556
"what" 0.183452577508714 0.239808153477218 0.484368119771026 0.414250207125104 0.25320729237002 0.343170899107756 0.121359223300971 0.115874855156431 0.285204991087344 0.2453653217012 0 0.233050847457627 0.102249488752556
"back" 0.110071546505228 0.479616306954436 0.132100396301189 0.414250207125104 0.337609723160027 0 0.121359223300971 0.18539976825029 0.213903743315508 0.272628135223555 0.203562340966921 0.190677966101695 0.204498977505112
"more" 0.1284168042561 0.359712230215827 0.352267723469837 0.662800331400166 0.236326806212019 0.274536719286205 0.242718446601942 0.115874855156431 0.213903743315508 0.190839694656489 0.203562340966921 0.190677966101695 0.102249488752556
"nit" 0 0 0 0 0 0 0.121359223300971 0.509849362688297 0 0.109051254089422 0 0.974576271186441 0.170415814587594
"them" 0.220143093010457 0.239808153477218 0.308234258036107 0.165700082850041 0.25320729237002 0.137268359643102 0.121359223300971 0.301274623406721 0.142602495543672 0.272628135223555 0.101781170483461 0.0635593220338983 0.170415814587594
"have" 0.091726288754357 0.119904076738609 0.264200792602378 0.248550124275062 0.185685347738015 0.0686341798215511 0.121359223300971 0.162224797219003 0.285204991087344 0.327153762268266 0.254452926208651 0.211864406779661 0.238582140422631
"thought" 0.110071546505228 0.119904076738609 0.440334654337296 0.0828500414250207 0.25320729237002 0.137268359643102 0 0.0926998841251448 0.320855614973262 0.163576881134133 0.152671755725191 0.233050847457627 0.204498977505112
"peter" 0 0.119904076738609 0 0 0 0 0.121359223300971 0.18539976825029 0 0 0 1.05932203389831 0.443081117927744
"some" 0.2568336085122 0.359712230215827 0.132100396301189 0.165700082850041 0.135043889264011 0.274536719286205 0.121359223300971 0.0695249130938586 0.249554367201426 0.109051254089422 0.101781170483461 0.127118644067797 0.5453306066803
"wagner" 0 0.119904076738609 0 0 0 0 0.121359223300971 0.162224797219003 0 0 0 1.08050847457627 0.306748466257669
"again" 0.091726288754357 0.599520383693046 0.264200792602378 0.248550124275062 0.185685347738015 0.205902539464653 0.364077669902913 0.139049826187717 0.142602495543672 0.136314067611778 0.101781170483461 0.190677966101695 0.170415814587594
"into" 0.183452577508714 0.239808153477218 0.132100396301189 0.331400165700083 0.185685347738015 0 0.364077669902913 0.0463499420625724 0.142602495543672 0.2453653217012 0.254452926208651 0.211864406779661 0.136332651670075
"over" 0.110071546505228 0 0.0880669308674593 0.165700082850041 0.270087778528022 0.137268359643102 0.242718446601942 0.18539976825029 0.17825311942959 0.109051254089422 0.203562340966921 0.211864406779661 0.204498977505112
"came" 0.0183452577508714 0.239808153477218 0.308234258036107 0.331400165700083 0.0675219446320054 0.0686341798215511 0.242718446601942 0.393974507531866 0.071301247771836 0.190839694656489 0.101781170483461 0.233050847457627 0.204498977505112
"head" 0.1284168042561 0.119904076738609 0.0880669308674593 0.414250207125104 0.270087778528022 0.137268359643102 0 0.0926998841251448 0.499108734402852 0.109051254089422 0.101781170483461 0.105932203389831 0.136332651670075
"this" 0.165107319757843 0.239808153477218 0.220167327168648 0.165700082850041 0.151924375422012 0 0.242718446601942 0.139049826187717 0.249554367201426 0.109051254089422 0.254452926208651 0.233050847457627 0.136332651670075
"little" 0.091726288754357 0.359712230215827 0.220167327168648 0.165700082850041 0.270087778528022 0.205902539464653 0.242718446601942 0.0463499420625724 0.17825311942959 0.190839694656489 0.152671755725191 0.190677966101695 0.102249488752556
"still" 0.146762062006971 0.119904076738609 0.264200792602378 0.497100248550124 0.185685347738015 0.205902539464653 0.121359223300971 0.115874855156431 0.17825311942959 0.190839694656489 0.101781170483461 0.105932203389831 0.136332651670075
"time" 0.0733810310034856 0.119904076738609 0.264200792602378 0.0828500414250207 0.151924375422012 0.0686341798215511 0.485436893203884 0.18539976825029 0.071301247771836 0.272628135223555 0.0508905852417303 0.254237288135593 0.170415814587594
"about" 0.183452577508714 0 0.132100396301189 0.414250207125104 0.151924375422012 0 0 0.0926998841251448 0.106951871657754 0.190839694656489 0.152671755725191 0.169491525423729 0.170415814587594
"off" 0.165107319757843 0 0.0440334654337296 0.0828500414250207 0.151924375422012 0.137268359643102 0.121359223300971 0.324449594438007 0.249554367201426 0.136314067611778 0.101781170483461 0.105932203389831 0.0340831629175187
"though" 0.201797835259585 0 0.220167327168648 0.497100248550124 0.118163403106009 0.411805078929307 0 0.18539976825029 0.142602495543672 0.136314067611778 0.101781170483461 0.0423728813559322 0.0340831629175187
"even" 0.238488350761328 0.239808153477218 0.264200792602378 0.165700082850041 0.168804861580014 0.0686341798215511 0 0.0463499420625724 0.213903743315508 0.109051254089422 0.152671755725191 0.0847457627118644 0.0681663258350375
"just" 0.0733810310034856 0.119904076738609 0.0880669308674593 0.165700082850041 0.354490209318028 0.205902539464653 0.242718446601942 0.0231749710312862 0.035650623885918 0.163576881134133 0.101781170483461 0.127118644067797 0.136332651670075
"me" 0.0550357732526142 0 0 0 0.101282916948008 0.0686341798215511 0 0.208574739281576 0.071301247771836 0.0817884405670665 0.203562340966921 0.360169491525424 0.340831629175187
"looked" 0.110071546505228 0.119904076738609 0.220167327168648 0.414250207125104 0.0844024307900068 0.137268359643102 0.121359223300971 0.0695249130938586 0.249554367201426 0.136314067611778 0.0508905852417303 0.211864406779661 0.0681663258350375
"dr" 0 0 0 0 0 0 0 0.370799536500579 0.784313725490196 0.054525627044711 0.610687022900763 0 0
"captain" 0 0 0 0 0.0168804861580014 0 0 0.139049826187717 0.142602495543672 0.572519083969466 0 0.169491525423729 0.374914792092706
"hand" 0.091726288754357 0 0.0440334654337296 0.165700082850041 0.151924375422012 0 0 0.18539976825029 0.213903743315508 0.2453653217012 0 0.127118644067797 0.170415814587594
"himself" 0.146762062006971 0.119904076738609 0.0880669308674593 0.248550124275062 0.0675219446320054 0.0686341798215511 0 0.115874855156431 0.142602495543672 0 0.508905852417303 0.190677966101695 0.102249488752556
"knew" 0.2568336085122 0.119904076738609 0.220167327168648 0.165700082850041 0.202565833896016 0.205902539464653 0 0.0695249130938586 0.035650623885918 0.054525627044711 0.101781170483461 0.0211864406779661 0.102249488752556
"once" 0.146762062006971 0.119904076738609 0.0440334654337296 0.0828500414250207 0.0675219446320054 0.343170899107756 0.121359223300971 0.0695249130938586 0.106951871657754 0.109051254089422 0.152671755725191 0.233050847457627 0.136332651670075
"sally" 0.0183452577508714 0.239808153477218 0.616468516072215 0.248550124275062 0.270087778528022 0.61770761839396 0.485436893203884 0 0 0 0 0 0
"through" 0.165107319757843 0.119904076738609 0.220167327168648 0.165700082850041 0.0675219446320054 0.274536719286205 0.121359223300971 0.0926998841251448 0.106951871657754 0.054525627044711 0.203562340966921 0.127118644067797 0.136332651670075
"right" 0.110071546505228 0 0.132100396301189 0.0828500414250207 0.286968264686023 0 0 0.162224797219003 0.035650623885918 0.136314067611778 0.152671755725191 0.0847457627118644 0.0340831629175187
"went" 0.0366905155017428 0 0.0440334654337296 0.0828500414250207 0.270087778528022 0 0.364077669902913 0.139049826187717 0.106951871657754 0.109051254089422 0.101781170483461 0.127118644067797 0.136332651670075
"is" 0.091726288754357 0.119904076738609 0 0 0.118163403106009 0 0.242718446601942 0.254924681344148 0.142602495543672 0.0817884405670665 0.152671755725191 0.169491525423729 0.102249488752556
"than" 0.1284168042561 0.119904076738609 0.132100396301189 0.248550124275062 0.0844024307900068 0.343170899107756 0 0.115874855156431 0.106951871657754 0.136314067611778 0.0508905852417303 0.127118644067797 0.102249488752556
"world" 0.275178866263071 0.239808153477218 0.0880669308674593 0 0.0337609723160027 0.0686341798215511 0 0.115874855156431 0.106951871657754 0.163576881134133 0.152671755725191 0.148305084745763 0.0340831629175187
"do" 0.0183452577508714 0.119904076738609 0.132100396301189 0.0828500414250207 0.0337609723160027 0 0.242718446601942 0.162224797219003 0.142602495543672 0.272628135223555 0.152671755725191 0.148305084745763 0.170415814587594
"made" 0.183452577508714 0 0.0440334654337296 0.0828500414250207 0.0675219446320054 0 0.242718446601942 0.0926998841251448 0.213903743315508 0.163576881134133 0 0.169491525423729 0.136332651670075
"their" 0.0733810310034856 0.119904076738609 0.176133861734919 0.165700082850041 0 0.274536719286205 0 0.0695249130938586 0.213903743315508 0.299890948745911 0 0.148305084745763 0.136332651670075
"come" 0.110071546505228 0 0.0440334654337296 0.0828500414250207 0.135043889264011 0.137268359643102 0.121359223300971 0.162224797219003 0.142602495543672 0.109051254089422 0 0.148305084745763 0.136332651670075
"never" 0.183452577508714 0 0.176133861734919 0.331400165700083 0.202565833896016 0.205902539464653 0.121359223300971 0 0.035650623885918 0.190839694656489 0.0508905852417303 0.0211864406779661 0.0340831629175187
"hands" 0.0733810310034856 0.119904076738609 0.132100396301189 0.0828500414250207 0.0675219446320054 0.0686341798215511 0.121359223300971 0.162224797219003 0.071301247771836 0.0817884405670665 0.101781170483461 0.254237288135593 0.102249488752556
"james" 0.238488350761328 0.839328537170264 0.0440334654337296 0 0.185685347738015 0.754975978037063 0.121359223300971 0 0 0 0 0 0
"re" 0.0366905155017428 0 0.0440334654337296 0.165700082850041 0.0506414584740041 0 0 0.254924681344148 0.035650623885918 0.054525627044711 0.305343511450382 0.233050847457627 0.170415814587594
"horace" 0 0.119904076738609 0.748568912373404 0.497100248550124 0.118163403106009 0.686341798215511 0.242718446601942 0 0 0 0 0 0
"my" 0.0183452577508714 0 0 0 0.118163403106009 0 0 0.0926998841251448 0.320855614973262 0.0817884405670665 0.254452926208651 0.0847457627118644 0.340831629175187
"toward" 0.0733810310034856 0.239808153477218 0.132100396301189 0.0828500414250207 0.0844024307900068 0 0 0.0695249130938586 0.17825311942959 0.136314067611778 0.254452926208651 0.148305084745763 0.0681663258350375
"where" 0.091726288754357 0.239808153477218 0.308234258036107 0.0828500414250207 0.118163403106009 0 0.121359223300971 0.0926998841251448 0 0.136314067611778 0 0.0847457627118644 0.204498977505112
"know" 0.0733810310034856 0 0.0880669308674593 0.165700082850041 0.0506414584740041 0.274536719286205 0 0.0695249130938586 0.285204991087344 0.054525627044711 0.0508905852417303 0.127118644067797 0.204498977505112
"mind" 0.110071546505228 0.119904076738609 0.308234258036107 0.331400165700083 0.0675219446320054 0.137268359643102 0.242718446601942 0.0231749710312862 0.106951871657754 0.0817884405670665 0.101781170483461 0.0847457627118644 0.0681663258350375
"room" 0.0733810310034856 0.119904076738609 0.132100396301189 0 0.270087778528022 0.274536719286205 0 0.0231749710312862 0.071301247771836 0.0817884405670665 0.101781170483461 0.0423728813559322 0.102249488752556
"see" 0.0366905155017428 0 0 0 0.168804861580014 0.137268359643102 0.364077669902913 0.115874855156431 0 0.109051254089422 0.101781170483461 0.254237288135593 0.0340831629175187
"book" 0.146762062006971 0.239808153477218 0.176133861734919 0.662800331400166 0.168804861580014 0.205902539464653 0.242718446601942 0.0231749710312862 0 0.0272628135223555 0.0508905852417303 0 0
"door" 0.0366905155017428 0 0 0.0828500414250207 0.405131667792032 0 0.242718446601942 0.0231749710312862 0.035650623885918 0.054525627044711 0.0508905852417303 0.127118644067797 0
"nothing" 0.0733810310034856 0 0.0880669308674593 0.414250207125104 0.135043889264011 0 0.121359223300971 0.0926998841251448 0.106951871657754 0.136314067611778 0.0508905852417303 0.127118644067797 0.0340831629175187
"saw" 0.0366905155017428 0.239808153477218 0.0880669308674593 0 0.0844024307900068 0.0686341798215511 0.121359223300971 0.18539976825029 0.035650623885918 0.163576881134133 0.0508905852417303 0.148305084745763 0.136332651670075
"things" 0.146762062006971 0 0.0880669308674593 0.0828500414250207 0.0675219446320054 0.0686341798215511 0.121359223300971 0.0231749710312862 0.106951871657754 0.136314067611778 0.0508905852417303 0.190677966101695 0.136332651670075
"get" 0.110071546505228 0 0 0.248550124275062 0.202565833896016 0 0.121359223300971 0.0926998841251448 0.106951871657754 0.0272628135223555 0.152671755725191 0.0847457627118644 0.0681663258350375
"œi" 0 0.119904076738609 0 0.0828500414250207 0.0337609723160027 0.0686341798215511 0 0.139049826187717 0.106951871657754 0.218102508178844 0.101781170483461 0.190677966101695 0.204498977505112
"say" 0.165107319757843 0.479616306954436 0.0440334654337296 0.414250207125104 0.0675219446320054 0.205902539464653 0.121359223300971 0.0926998841251448 0.071301247771836 0.0272628135223555 0 0.0635593220338983 0.0681663258350375
"too" 0.091726288754357 0 0.264200792602378 0 0.101282916948008 0 0.121359223300971 0.139049826187717 0.106951871657754 0.0817884405670665 0 0.0635593220338983 0.204498977505112
"around" 0.0183452577508714 0.119904076738609 0.176133861734919 0 0.101282916948008 0 0.121359223300971 0.0926998841251448 0.106951871657754 0.109051254089422 0.254452926208651 0.0635593220338983 0.204498977505112
"got" 0.0733810310034856 0 0 0.248550124275062 0.219446320054018 0.0686341798215511 0.121359223300971 0.0926998841251448 0.035650623885918 0.136314067611778 0.101781170483461 0.0423728813559322 0.0681663258350375
"how" 0.110071546505228 0 0.352267723469837 0.0828500414250207 0.0337609723160027 0.0686341798215511 0.121359223300971 0.115874855156431 0.071301247771836 0.054525627044711 0.203562340966921 0.105932203389831 0.0340831629175187
"away" 0.091726288754357 0.119904076738609 0.0880669308674593 0.165700082850041 0.0675219446320054 0.0686341798215511 0.242718446601942 0.0695249130938586 0.249554367201426 0.0817884405670665 0.0508905852417303 0.0635593220338983 0.102249488752556
"life" 0.1284168042561 0 0.264200792602378 0 0.0844024307900068 0 0 0.139049826187717 0.106951871657754 0.0817884405670665 0.152671755725191 0.0635593220338983 0.0340831629175187
"only" 0.0366905155017428 0.239808153477218 0.0880669308674593 0.0828500414250207 0.135043889264011 0.137268359643102 0.121359223300971 0.0926998841251448 0.106951871657754 0.054525627044711 0.101781170483461 0.0635593220338983 0.170415814587594
"two" 0.110071546505228 0.119904076738609 0 0.0828500414250207 0.118163403106009 0.137268359643102 0.121359223300971 0.0695249130938586 0.071301247771836 0.136314067611778 0.101781170483461 0.127118644067797 0.0340831629175187
"white" 0.1284168042561 0 0.0880669308674593 0 0.0844024307900068 0 0 0.115874855156431 0.35650623885918 0.0272628135223555 0.203562340966921 0.0211864406779661 0.0681663258350375
"after" 0.0366905155017428 0.119904076738609 0.176133861734919 0.331400165700083 0.0675219446320054 0.205902539464653 0.121359223300971 0.0926998841251448 0.17825311942959 0.054525627044711 0.152671755725191 0.0211864406779661 0.0681663258350375
"goodman" 0 0 0 0 0 0 0 0.48667439165701 0.142602495543672 0.0817884405670665 0 0 0.27266530334015
"œyou" 0 0 0.0440334654337296 0 0.101282916948008 0 0 0.139049826187717 0.285204991087344 0.0272628135223555 0.101781170483461 0.254237288135593 0
"thing" 0.110071546505228 0.479616306954436 0.0440334654337296 0 0.101282916948008 0.0686341798215511 0 0.115874855156431 0.035650623885918 0.0817884405670665 0.101781170483461 0.148305084745763 0
"alkahest" 0 0 0 0 0 0 0 0 0.748663101604278 0 0.712468193384224 0 0
"girl" 0.0366905155017428 0 0.308234258036107 0 0.0506414584740041 0.480439258750858 0 0.0463499420625724 0.035650623885918 0.190839694656489 0.101781170483461 0.0423728813559322 0.0681663258350375
