0	27 805,92259	war ravic sagte noch ihn man nichts sah dann nur etwas mehr ihm haben habe mir mich alles schon gut 
1	1 181,26116	stimmen blitze klein schnitt bitte zigarette zufällig riecht waschen kennen tranken verzweiﬂung allee schicksal bäumen apparat sanften dicken einfache geschoben 
2	1 170,14669	drückte tablett kotzen angerufen küßte hör warmen untersuchen schlecht nachmittag wodka weißes katakomben zufrieden lauter feinen saufen fetzen regierung mühsam 
3	1 246,86173	gehst dunkler wolle weggehen ausziehen wirbel leichter eingerichtet unserer wiese lächeln ausgeliefert verhaftet heil vorhänge blinddarm mitten kümmerte interessant derselben 
4	1 196,8038	lügen verläßt ihres saßen gültig eingriﬀ rest weniger wohnt gehören sales irgendwas kneipe aaron seidenen hunderte darf valet helle wein 
5	1 214,97058	herum leuchtete hoﬀentlich verstanden tücher dasein murmelte irgendein schlimm anstatt landschaft hilf hitler kamin liebt asche diener lande szene überquerte 
6	1 233,22934	tut dünnen heiß überzeugung regnen gehalten gefühle vorwärts liebster fernen erwartung zerschlagen ﬂogen brüder ausweisung weiße möglichkeit ahnung richtigen besorgen 
