0	2 354,5928	war lillian clerfayt sagte noch man ihn nur dann dachte sah habe haben mehr nichts fragte mir mich etwas ihm 
1	143,76997	erwartung bewusstlos savini danach professor st.-michel achtzig meisten antwort unglück kanal ebenfalls nahe theater erleuchtet heiraten welche versteckt auto erzählen 
2	146,08267	gesucht schlüssel kurz mitnehmen erreicht keller wohnen stiegen gab spät mußte mund gebe umher einzigen verkäuferin weder vorsicht hades städten 
3	156,31429	fünf wärest hieß asche dazu hof verzweifelt wäsche ließen kabine schrei fühlen grün fallen reichte lebten geschäft los schildkröte lebst 
4	153,04331	diesen verstehst hin schon groß läßt stock wollten meldete erfahrung sinn sekunde bergerhütte hielten hörten angenommen gefangenenlager verließ weil absetzen 
5	148,65402	hellen liebte klingelte außerdem frigerio deinen schienen unmöglich reisen nie denn noch gigolo tribüne italiener vicomte küche wut fahrer gespielt 
6	144,28182	trost hört verstanden kriege garnelen wichtig hell gefährlich seien sommer meines machten einziger paßt recht piazza sprachen rahmen ort erhob 
